URL,Player name,Born,Shoots,Country
https://en.khl.ru/players/16253/,Radek Bonk,1976-01-09,left,Czech Republic
https://en.khl.ru/players/15943/,Denis Bachurin,1991-06-07,left,Russia
https://en.khl.ru/players/16653/,Milan Bartovic,1981-04-09,left,Slovakia
https://en.khl.ru/players/16074/,Kristofer Berglund,1988-08-12,left,Sweden
https://en.khl.ru/players/19054/,Dmitry Boichuk,1995-06-07,left,Russia
https://en.khl.ru/players/4478/,Evgeny Bumagin,1982-04-07,left,Russia
https://en.khl.ru/players/13191/,Jaroslav Bednar,1976-11-09,right,Czech Republic
https://en.khl.ru/players/4544/,Evgeny Blokhin,1979-05-29,left,Russia
https://en.khl.ru/players/15257/,Viktors Blinovs,1981-06-26,left,Latvia
https://en.khl.ru/players/5700/,Alexander Boikov,1975-02-03,right,Russia
https://en.khl.ru/players/22434/,Igor Bondyrev,1997-06-04,left,Russia
https://en.khl.ru/players/26288/,Alexander Bergstrom,1986-01-18,left,Sweden
https://en.khl.ru/players/17609/,Alexei Bereglazov,1994-04-20,left,Russia
https://en.khl.ru/players/3605/,Sergei Belov,1982-09-27,left,Russia
https://en.khl.ru/players/6432/,Vyacheslav Belov,1983-04-17,right,Russia
https://en.khl.ru/players/16159/,Bernd Bruckler,1981-09-26,left,Austria
https://en.khl.ru/players/24048/,Uvis Balinskis,1996-08-01,left,Latvia
https://en.khl.ru/players/33314/,Casey Bailey,1991-10-27,right,USA
https://en.khl.ru/players/30635/,Daniil Belyalov,2001-05-08,left,Russia
https://en.khl.ru/players/22519/,Kirill Belyayev,1997-07-18,left,Russia
https://en.khl.ru/players/17760/,Artyom Blazhiyevsky,1994-03-20,left,Russia
https://en.khl.ru/players/20869/,Sergei Bronnikov,1996-03-11,left,Russia
https://en.khl.ru/players/15633/,Alexander Bogdanov,1988-03-25,left,Russia
https://en.khl.ru/players/22542/,Samuel Baros,1994-02-10,left,Slovakia
https://en.khl.ru/players/15323/,Stanislav Bocharov,1991-06-20,left,Russia
https://en.khl.ru/players/27712/,Yegor Bryutov,2001-07-11,left,Russia
https://en.khl.ru/players/20743/,Jan Brejcak,1989-06-29,left,Slovakia
https://en.khl.ru/players/14364/,Nikolai Belov,1987-08-13,left,Russia
https://en.khl.ru/players/19034/,Timur Bilyalov,1995-03-28,left,Russia
https://en.khl.ru/players/21940/,Daniil Bokun,1996-07-24,left,Belarus
https://en.khl.ru/players/29092/,Artur Brovkin,2001-05-08,left,Russia
https://en.khl.ru/players/15936/,Alexei Berestnev,1991-04-12,left,Russia
https://en.khl.ru/players/13704/,Nikita V. Bespalov,1987-12-28,left,Russia
https://en.khl.ru/players/14286/,Evgeny Busygin,1987-09-09,left,Russia
https://en.khl.ru/players/25584/,Bobby Butler,1987-04-26,right,USA
https://en.khl.ru/players/15903/,Sergei D. Barbashev,1992-07-26,right,Russia
https://en.khl.ru/players/15606/,Georgy Belousov,1990-12-26,right,Russia
https://en.khl.ru/players/15567/,Maxim Berezin,1991-01-29,left,Russia
https://en.khl.ru/players/18975/,Vladislav Boiko,1995-12-15,left,Russia
