Profile,Player,Position,Season,Year,Team,Number,Games,Goals,Assists,Penalties,Shots,Wins,Losses,Shootouts,Goals_against,Saves,Saves_percentage,Goals_against_average,Shutouts,Icetime,Icetime_seconds
https://en.khl.ru/players/16462/,Maxim Alyapkin,Goalie,Regular season,2015/2016,Torpedo (Nizhny Novgorod Region),31.0,2,0,0,0,13,1,1,0,3,10,76.9,2.98,0,60:25,3625
https://en.khl.ru/players/16462/,Maxim Alyapkin,Goalie,Regular season,2014/2015,Torpedo (Nizhny Novgorod Region),31.0,1,0,0,0,11,0,1,0,2,9,81.8,3.5,0,34:16,2056
https://en.khl.ru/players/16898/,Artyom Artemyev,Goalie,Regular season,2015/2016,Sochi (Sochi),31.0,1,0,0,0,12,0,0,0,3,9,75.0,3.36,0,53:38,3218
https://en.khl.ru/players/16898/,Artyom Artemyev,Goalie,Regular season,2014/2015,Atlant (Moscow Region),31.0,5,0,0,0,112,1,2,1,9,103,92.0,2.07,0,261:14,15674
https://en.khl.ru/players/16898/,Artyom Artemyev,Goalie,Regular season,2013/2014,Severstal (Cherepovets),52.0,2,0,0,0,16,0,0,0,3,13,81.2,8.89,0,20:15,1215
https://en.khl.ru/players/14909/,Danila Alistratov,Goalie,Regular season,2011/2012,Vityaz (Moscow Region),74.0,28,0,0,0,779,4,13,2,65,714,91.7,3.11,0,1252:59,75179
https://en.khl.ru/players/14909/,Danila Alistratov,Goalie,Regular season,2010/2011,Traktor (Chelyabinsk),74.0,23,0,0,2,431,7,9,4,48,383,88.9,2.61,1,1103:32,66212
https://en.khl.ru/players/14909/,Danila Alistratov,Goalie,Playoffs,2009/2010,Traktor (Chelyabinsk),74.0,3,0,0,0,74,1,1,0,6,68,91.9,2.46,0,146:05,8765
https://en.khl.ru/players/14909/,Danila Alistratov,Goalie,Regular season,2009/2010,Traktor (Chelyabinsk),74.0,40,0,1,0,1016,13,16,4,105,911,89.7,3.05,2,2063:21,123801
https://en.khl.ru/players/14909/,Danila Alistratov,Goalie,Playoffs,2008/2009,Traktor (Chelyabinsk),74.0,3,0,0,0,67,0,3,0,9,58,86.6,4.22,0,128:06,7686
https://en.khl.ru/players/14909/,Danila Alistratov,Goalie,Regular season,2008/2009,Traktor (Chelyabinsk),74.0,39,0,1,2,885,17,16,3,94,791,89.4,2.73,2,2068:19,124099
https://en.khl.ru/players/6237/,Alexei Anisimov,Goalie,Regular season,2009/2010,Lada (Togliatti),30.0,14,0,0,0,208,0,5,1,29,179,86.1,3.66,0,475:36,28536
https://en.khl.ru/players/6237/,Alexei Anisimov,Goalie,Regular season,2008/2009,Amur (Khabarovsk),22.0,3,0,0,0,20,0,0,2,4,16,80.0,6.61,0,36:20,2180
https://en.khl.ru/players/22425/,Alexei Artamkin,Goalie,Regular season,2018/2019,Severstal (Cherepovets),97.0,6,0,0,0,147,0,4,0,16,131,89.1,4.1,0,234:09,14049
https://en.khl.ru/players/22425/,Alexei Artamkin,Goalie,Playoffs,2017/2018,Severstal (Cherepovets),97.0,1,0,0,0,3,0,0,0,0,3,100.0,0.0,0,8:19,499
https://en.khl.ru/players/22425/,Alexei Artamkin,Goalie,Regular season,2017/2018,Severstal (Cherepovets),97.0,8,0,1,0,201,0,5,1,20,181,90.0,3.26,0,367:42,22062
https://en.khl.ru/players/29108/,Artur Akhtyamov,Goalie,Regular season,2020/2021,Ak Bars (Kazan),31.0,3,0,0,0,52,0,1,1,5,47,90.4,2.9,0,103:25,6205
https://en.khl.ru/players/18767/,Ari Ahonen,Goalie,Regular season,2014/2015,Admiral (Vladivostok),60.0,5,0,0,0,130,1,4,0,21,109,83.8,4.97,0,253:33,15213
https://en.khl.ru/players/18767/,Ari Ahonen,Goalie,Playoffs,2013/2014,Barys (Nur-Sultan),30.0,1,0,0,0,35,0,0,0,2,33,94.3,1.79,0,67:05,4025
https://en.khl.ru/players/18767/,Ari Ahonen,Goalie,Regular season,2013/2014,Barys (Nur-Sultan),30.0,36,0,1,0,1020,19,12,5,88,932,91.4,2.53,2,2085:00,125100
https://en.khl.ru/players/18767/,Ari Ahonen,Goalie,Playoffs,2012/2013,Metallurg (Magnitogorsk),30.0,5,0,0,0,128,2,3,0,11,117,91.4,2.55,0,259:11,15551
https://en.khl.ru/players/18767/,Ari Ahonen,Goalie,Regular season,2012/2013,Metallurg (Magnitogorsk),30.0,40,0,0,0,1068,20,13,6,81,987,92.4,2.04,4,2386:28,143188
https://en.khl.ru/players/18767/,Ari Ahonen,Goalie,Playoffs,2011/2012,Metallurg (Magnitogorsk),30.0,12,0,0,0,375,5,7,0,32,343,91.5,2.84,1,676:57,40617
https://en.khl.ru/players/18767/,Ari Ahonen,Goalie,Regular season,2011/2012,Metallurg (Magnitogorsk),30.0,28,0,2,2,803,19,8,1,57,746,92.9,2.16,3,1581:10,94870
https://en.khl.ru/players/32975/,Yaroslav Askarov,Goalie,Regular season,2020/2021,SKA (Saint Petersburg),30.0,9,0,0,2,203,5,4,0,10,193,95.1,1.21,1,495:14,29714
https://en.khl.ru/players/32975/,Yaroslav Askarov,Goalie,Regular season,2019/2020,SKA (Saint Petersburg),30.0,1,0,0,0,25,1,0,0,2,23,92.0,2.0,0,60:00,3600
https://en.khl.ru/players/18488/,Evgeny Alikin,Goalie,Regular season,2020/2021,Amur (Khabarovsk),18.0,36,0,1,2,1045,12,17,4,82,963,92.2,2.53,1,1946:37,116797
https://en.khl.ru/players/18488/,Evgeny Alikin,Goalie,Regular season,2019/2020,Amur (Khabarovsk),18.0,40,0,1,8,1197,15,13,11,76,1121,93.7,2.03,7,2246:36,134796
https://en.khl.ru/players/18488/,Evgeny Alikin,Goalie,Regular season,2018/2019,Amur (Khabarovsk),52.0,31,0,0,2,812,9,15,3,70,742,91.4,2.66,1,1578:26,94706
https://en.khl.ru/players/18488/,Evgeny Alikin,Goalie,Regular season,2017/2018,Amur (Khabarovsk),52.0,10,0,0,0,167,1,2,1,14,153,91.6,2.82,0,298:08,17888
https://en.khl.ru/players/18488/,Evgeny Alikin,Goalie,Regular season,2016/2017,Amur (Khabarovsk),52.0,1,0,0,0,21,0,0,0,4,17,81.0,6.73,0,35:39,2139
https://en.khl.ru/players/18488/,Evgeny Alikin,Goalie,Regular season,2015/2016,Amur (Khabarovsk),52.0,4,0,0,0,86,0,3,0,9,77,89.5,3.06,0,176:22,10582
https://en.khl.ru/players/15669/,Ilya Andryukhov,Goalie,Regular season,2016/2017,Amur (Khabarovsk),97.0,5,0,0,0,92,0,2,1,6,86,93.5,1.72,0,209:34,12574
https://en.khl.ru/players/24606/,Arseny Akhmetov,Goalie,Regular season,2020/2021,Sibir (Novosibirsk Region),43.0,1,0,0,0,21,0,1,0,3,18,85.7,3.09,0,58:20,3500
https://en.khl.ru/players/24606/,Arseny Akhmetov,Goalie,Regular season,2019/2020,Sochi (Sochi),77.0,1,0,0,0,17,0,0,0,1,16,94.1,1.67,0,36:02,2162
https://en.khl.ru/players/24606/,Arseny Akhmetov,Goalie,Regular season,2018/2019,Sochi (Sochi),20.0,1,0,0,0,3,0,0,0,0,3,100.0,0.0,0,3:18,198
https://en.khl.ru/players/15517/,Ugis Avotins,Goalie,Regular season,2008/2009,Dinamo (Riga),85.0,1,0,0,0,0,0,0,0,0,0,,0.0,0,0:13,13
https://en.khl.ru/players/30153/,Mantas Armalis,Goalie,Regular season,2017/2018,Dinamo (Riga),40.0,12,0,0,0,269,3,5,1,24,245,91.1,2.5,0,576:37,34597
https://en.khl.ru/players/431/,Sergei Borisov,Goalie,Regular season,2014/2015,Amur (Khabarovsk),75.0,34,0,0,0,1196,3,25,5,119,1077,90.1,3.82,0,1869:00,112140
https://en.khl.ru/players/431/,Sergei Borisov,Goalie,Regular season,2013/2014,Atlant (Moscow Region),75.0,16,0,0,0,468,1,9,4,38,430,91.9,2.57,0,885:53,53153
https://en.khl.ru/players/431/,Sergei Borisov,Goalie,Regular season,2012/2013,Spartak (Moscow),75.0,31,0,0,30,887,7,14,6,74,813,91.7,2.59,2,1712:15,102735
https://en.khl.ru/players/431/,Sergei Borisov,Goalie,Regular season,2011/2012,Spartak (Moscow),75.0,16,0,0,4,503,7,6,2,32,471,93.6,2.14,0,897:07,53827
https://en.khl.ru/players/431/,Sergei Borisov,Goalie,Regular season,2010/2011,Severstal (Cherepovets),75.0,1,0,0,0,18,1,0,0,2,16,88.9,2.0,0,60:00,3600
https://en.khl.ru/players/431/,Sergei Borisov,Goalie,Regular season,2009/2010,Amur (Khabarovsk),75.0,22,0,1,0,530,4,12,2,52,478,90.2,3.23,0,966:10,57970
https://en.khl.ru/players/431/,Sergei Borisov,Goalie,Regular season,2008/2009,Amur (Khabarovsk),75.0,34,0,0,2,778,9,16,3,71,707,90.9,2.47,2,1726:34,103594
https://en.khl.ru/players/21417/,Barry Brust,Goalie,Playoffs,2018/2019,Torpedo (Nizhny Novgorod Region),93.0,7,0,0,0,266,3,4,0,21,245,92.1,2.79,0,452:03,27123
https://en.khl.ru/players/21417/,Barry Brust,Goalie,Regular season,2018/2019,Torpedo (Nizhny Novgorod Region),93.0,15,0,0,10,536,5,9,1,43,493,92.0,2.93,1,881:37,52897
https://en.khl.ru/players/21417/,Barry Brust,Goalie,Regular season,2018/2019,Kunlun Red Star (Beijing),33.0,9,0,0,0,256,4,3,1,27,229,89.5,3.11,0,521:16,31276
https://en.khl.ru/players/21417/,Barry Brust,Goalie,Regular season,2018/2019,Summary:,,24,0,0,10,792,9,12,2,70,722,91.2,2.99,1,1402:53,84173
https://en.khl.ru/players/21417/,Barry Brust,Goalie,Regular season,2016/2017,Slovan (Bratislava),33.0,42,0,2,106,1191,19,15,5,98,1093,91.8,2.42,3,2434:45,146085
https://en.khl.ru/players/21417/,Barry Brust,Goalie,Playoffs,2015/2016,Slovan (Bratislava),33.0,4,0,0,6,125,0,4,0,9,116,92.8,2.25,0,240:01,14401
https://en.khl.ru/players/21417/,Barry Brust,Goalie,Regular season,2015/2016,Slovan (Bratislava),33.0,37,0,1,40,929,16,11,7,74,855,92.0,2.08,5,2130:07,127807
https://en.khl.ru/players/21417/,Barry Brust,Goalie,Regular season,2014/2015,Ugra (Khanty-Mansiysk),33.0,22,0,1,10,640,5,12,4,54,586,91.6,2.7,2,1200:53,72053
https://en.khl.ru/players/21417/,Barry Brust,Goalie,Regular season,2014/2015,Medvescak (Zagreb),33.0,19,0,1,47,597,9,8,2,40,557,93.3,2.15,2,1116:38,66998
https://en.khl.ru/players/21417/,Barry Brust,Goalie,Regular season,2014/2015,Summary:,,41,0,2,57,1237,14,20,6,94,1143,92.4,2.43,4,2317:31,139051
https://en.khl.ru/players/21417/,Barry Brust,Goalie,Playoffs,2013/2014,Medvescak (Zagreb),33.0,2,0,0,0,73,0,2,0,9,64,87.7,4.57,0,118:15,7095
https://en.khl.ru/players/21417/,Barry Brust,Goalie,Regular season,2013/2014,Medvescak (Zagreb),33.0,28,0,2,14,813,14,9,5,57,756,93.0,2.06,4,1656:56,99416
https://en.khl.ru/players/15748/,Igor Bobkov,Goalie,Playoffs,2020/2021,Avangard (Omsk),30.0,7,0,0,0,176,4,2,0,17,159,90.3,2.51,1,406:37,24397
https://en.khl.ru/players/15748/,Igor Bobkov,Goalie,Regular season,2020/2021,Avangard (Omsk),30.0,30,0,1,4,777,18,7,2,56,721,92.8,2.01,1,1669:18,100158
https://en.khl.ru/players/15748/,Igor Bobkov,Goalie,Playoffs,2019/2020,Avangard (Omsk),30.0,6,0,1,0,170,2,4,0,20,150,88.2,3.7,0,324:05,19445
https://en.khl.ru/players/15748/,Igor Bobkov,Goalie,Regular season,2019/2020,Avangard (Omsk),30.0,48,0,1,4,1199,25,16,6,81,1118,93.2,1.73,5,2815:51,168951
https://en.khl.ru/players/15748/,Igor Bobkov,Goalie,Playoffs,2018/2019,Avangard (Omsk),30.0,19,0,2,2,485,12,7,0,36,449,92.6,1.83,3,1181:16,70876
https://en.khl.ru/players/15748/,Igor Bobkov,Goalie,Regular season,2018/2019,Avangard (Omsk),30.0,49,0,0,8,1040,25,17,4,89,951,91.4,1.99,8,2682:11,160931
https://en.khl.ru/players/15748/,Igor Bobkov,Goalie,Regular season,2017/2018,Admiral (Vladivostok),31.0,33,0,0,0,887,9,17,3,74,813,91.7,2.57,0,1728:18,103698
https://en.khl.ru/players/15748/,Igor Bobkov,Goalie,Playoffs,2016/2017,Admiral (Vladivostok),31.0,6,0,0,0,161,2,4,0,18,143,88.8,2.89,0,374:10,22450
https://en.khl.ru/players/15748/,Igor Bobkov,Goalie,Regular season,2016/2017,Admiral (Vladivostok),31.0,38,0,1,0,1090,17,15,4,74,1016,93.2,2.04,5,2174:49,130489
https://en.khl.ru/players/15748/,Igor Bobkov,Goalie,Playoffs,2015/2016,Admiral (Vladivostok),31.0,2,0,0,0,51,1,1,0,4,47,92.2,2.02,1,118:41,7121
https://en.khl.ru/players/15748/,Igor Bobkov,Goalie,Regular season,2015/2016,Admiral (Vladivostok),31.0,28,0,1,4,685,7,11,6,62,623,90.9,2.59,3,1438:45,86325
https://en.khl.ru/players/15165/,Georgy Boyarshinov,Goalie,Regular season,2016/2017,Ugra (Khanty-Mansiysk),40.0,6,0,0,0,107,1,2,0,14,93,86.9,3.53,0,238:13,14293
https://en.khl.ru/players/15165/,Georgy Boyarshinov,Goalie,Regular season,2015/2016,Ugra (Khanty-Mansiysk),40.0,1,0,0,0,2,0,0,0,0,2,100.0,0.0,0,6:51,411
https://en.khl.ru/players/14641/,Sergei Bobrovsky,Goalie,Regular season,2012/2013,SKA (Saint Petersburg),72.0,24,0,3,0,678,18,3,2,46,632,93.2,1.94,4,1419:36,85176
https://en.khl.ru/players/14641/,Sergei Bobrovsky,Goalie,Regular season,2009/2010,Metallurg (Novokuznetsk),1.0,35,0,0,4,1093,9,22,3,89,1004,91.9,2.72,1,1964:17,117857
https://en.khl.ru/players/14641/,Sergei Bobrovsky,Goalie,Regular season,2008/2009,Metallurg (Novokuznetsk),1.0,32,0,1,2,933,6,16,2,68,865,92.7,2.49,1,1635:52,98152
https://en.khl.ru/players/19029/,Ivan Bocharov,Goalie,Playoffs,2020/2021,Dynamo (Moscow),60.0,7,0,0,0,174,3,3,0,12,162,93.1,1.89,0,379:58,22798
https://en.khl.ru/players/19029/,Ivan Bocharov,Goalie,Regular season,2020/2021,Dynamo (Moscow),60.0,31,0,3,0,789,19,8,1,67,722,91.5,2.35,4,1710:51,102651
https://en.khl.ru/players/19029/,Ivan Bocharov,Goalie,Playoffs,2019/2020,Dynamo (Moscow),60.0,1,0,0,0,49,0,1,0,5,44,89.8,3.98,0,75:27,4527
https://en.khl.ru/players/19029/,Ivan Bocharov,Goalie,Regular season,2019/2020,Dynamo (Moscow),60.0,49,0,2,2,1339,26,13,5,87,1252,93.5,1.98,6,2638:43,158323
https://en.khl.ru/players/19029/,Ivan Bocharov,Goalie,Playoffs,2018/2019,HC Dynamo (Moscow),60.0,5,0,0,0,143,2,2,0,9,134,93.7,2.15,1,251:02,15062
https://en.khl.ru/players/19029/,Ivan Bocharov,Goalie,Regular season,2018/2019,HC Dynamo (Moscow),60.0,38,0,2,2,1010,19,16,1,68,942,93.3,1.93,3,2113:41,126821
https://en.khl.ru/players/19029/,Ivan Bocharov,Goalie,Regular season,2017/2018,HC Dynamo (Moscow),60.0,21,0,1,0,564,7,9,3,44,520,92.2,2.39,3,1105:46,66346
https://en.khl.ru/players/20895/,Johan Backlund,Goalie,Regular season,2014/2015,Slovan (Bratislava),26.0,36,0,0,0,908,9,17,6,91,817,90.0,2.64,2,2066:00,123960
https://en.khl.ru/players/20895/,Johan Backlund,Goalie,Regular season,2013/2014,Vityaz (Moscow Region),31.0,16,0,1,0,467,3,9,2,50,417,89.3,3.26,0,921:03,55263
https://en.khl.ru/players/22513/,Mikhail Berdin,Goalie,Regular season,2020/2021,SKA (Saint Petersburg),1.0,14,0,1,4,376,6,3,2,33,343,91.2,2.51,0,788:31,47311
https://en.khl.ru/players/5082/,Ilya Bryzgalov,Goalie,Regular season,2012/2013,CSKA (Moscow),30.0,12,0,0,0,265,6,5,0,23,242,91.3,2.13,0,646:53,38813
https://en.khl.ru/players/16159/,Bernd Bruckler,Goalie,Regular season,2011/2012,Sibir (Novosibirsk Region),30.0,40,0,4,8,1095,9,21,8,95,1000,91.3,2.56,2,2228:10,133690
https://en.khl.ru/players/16159/,Bernd Bruckler,Goalie,Regular season,2010/2011,Torpedo (Nizhny Novgorod Region),30.0,48,0,1,22,1298,22,21,4,124,1174,90.4,2.67,4,2788:30,167310
https://en.khl.ru/players/16159/,Bernd Bruckler,Goalie,Regular season,2009/2010,Torpedo (Nizhny Novgorod Region),30.0,22,0,1,4,585,9,11,1,60,525,89.7,3.03,1,1189:27,71367
https://en.khl.ru/players/22542/,Samuel Baros,Goalie,Regular season,2014/2015,Slovan (Bratislava),31.0,1,0,0,0,24,0,1,0,3,21,87.5,3.46,0,51:57,3117
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,Playoffs,2020/2021,Ak Bars (Kazan),82.0,11,0,1,0,300,9,2,0,14,286,95.3,1.26,2,665:59,39959
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,Regular season,2020/2021,Ak Bars (Kazan),82.0,26,0,3,6,705,16,4,4,54,651,92.3,2.23,3,1454:25,87265
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,Playoffs,2019/2020,Ak Bars (Kazan),82.0,4,0,0,0,120,4,0,0,3,117,97.5,0.71,1,251:59,15119
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,Regular season,2019/2020,Ak Bars (Kazan),82.0,32,0,1,2,707,19,4,4,40,667,94.3,1.45,8,1652:14,99134
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,Regular season,2018/2019,Dinamo (Riga),82.0,38,0,0,4,1061,15,14,3,74,987,93.0,2.18,4,2035:59,122159
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,Regular season,2017/2018,Ak Bars (Kazan),50.0,7,0,0,0,156,3,1,1,12,144,92.3,2.46,0,292:34,17554
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,Regular season,2017/2018,Ugra (Khanty-Mansiysk),37.0,5,0,0,0,122,1,3,0,8,114,93.4,1.8,0,266:17,15977
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,Regular season,2017/2018,Summary:,,12,0,0,0,278,4,4,1,20,258,92.8,2.15,0,558:51,33531
https://en.khl.ru/players/15936/,Alexei Berestnev,Goalie,Regular season,2012/2013,Amur (Khabarovsk),33.0,1,0,0,0,6,0,0,0,2,4,66.7,30.25,0,3:58,238
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Regular season,2020/2021,Spartak (Moscow),31.0,10,0,0,0,277,2,8,0,32,245,88.4,3.6,0,532:51,31971
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Playoffs,2019/2020,Spartak (Moscow),31.0,3,0,0,0,102,2,1,0,6,96,94.1,1.92,0,187:04,11224
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Regular season,2019/2020,Spartak (Moscow),31.0,19,0,0,2,416,8,4,1,29,387,93.0,1.99,4,872:57,52377
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Regular season,2018/2019,Spartak (Moscow),31.0,19,0,0,0,453,7,8,1,38,415,91.6,2.43,4,936:27,56187
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Playoffs,2017/2018,Spartak (Moscow),31.0,3,0,0,0,97,0,3,0,8,89,91.8,3.65,0,131:31,7891
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Regular season,2017/2018,Spartak (Moscow),31.0,41,0,1,4,1211,18,18,3,90,1121,92.6,2.33,4,2320:08,139208
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Regular season,2016/2017,Spartak (Moscow),31.0,25,0,0,4,584,8,11,4,43,541,92.6,2.03,3,1269:45,76185
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Playoffs,2015/2016,Sibir (Novosibirsk Region),31.0,2,0,0,0,24,0,1,0,2,22,91.7,1.64,0,73:15,4395
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Regular season,2015/2016,Sibir (Novosibirsk Region),31.0,20,0,0,2,352,2,3,12,29,323,91.8,2.68,0,648:51,38931
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Playoffs,2014/2015,Sibir (Novosibirsk Region),31.0,3,0,0,0,93,1,2,0,9,84,90.3,3.17,0,170:15,10215
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Regular season,2014/2015,Sibir (Novosibirsk Region),31.0,18,0,0,2,371,6,6,1,28,343,92.5,2.18,1,770:22,46222
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Playoffs,2013/2014,Sibir (Novosibirsk Region),31.0,1,0,0,0,15,0,1,0,4,11,73.3,7.47,0,32:09,1929
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Regular season,2013/2014,Sibir (Novosibirsk Region),31.0,8,0,0,0,169,2,2,2,12,157,92.9,1.71,1,422:12,25332
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Regular season,2012/2013,Torpedo (Nizhny Novgorod Region),1.0,6,0,0,4,182,2,2,2,16,166,91.2,2.61,0,368:06,22086
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Playoffs,2011/2012,Torpedo (Nizhny Novgorod Region),1.0,1,0,0,0,0,0,0,0,0,0,,0.0,0,0:18,18
https://en.khl.ru/players/13704/,Nikita V. Bespalov,Goalie,Regular season,2011/2012,Torpedo (Nizhny Novgorod Region),1.0,11,0,0,0,303,5,2,3,25,278,91.7,2.49,1,601:16,36076
https://en.khl.ru/players/33011/,Bruno Bruveris,Goalie,Regular season,2020/2021,Dinamo (Riga),31.0,2,0,0,0,33,0,1,0,5,28,84.8,4.07,0,73:45,4425
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2017/2018,Vityaz (Moscow Region),39.0,15,0,0,2,457,5,7,1,36,421,92.1,2.63,1,820:00,49200
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Playoffs,2016/2017,Torpedo (Nizhny Novgorod Region),39.0,3,0,0,0,115,0,3,0,6,109,94.8,1.69,0,213:26,12806
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2016/2017,Torpedo (Nizhny Novgorod Region),39.0,13,0,0,0,350,5,3,0,21,329,94.0,1.75,0,717:58,43078
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2016/2017,Metallurg (Novokuznetsk),30.0,16,0,1,0,587,1,14,0,54,533,90.8,3.83,0,847:03,50823
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2016/2017,Summary:,,29,0,1,0,937,6,17,0,75,862,92.0,2.88,0,1565:01,93901
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Playoffs,2015/2016,Torpedo (Nizhny Novgorod Region),39.0,3,0,0,0,59,0,2,0,5,54,91.5,2.6,0,115:26,6926
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2015/2016,Torpedo (Nizhny Novgorod Region),39.0,23,0,0,0,515,9,7,1,38,477,92.6,1.81,3,1258:36,75516
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Playoffs,2014/2015,Torpedo (Nizhny Novgorod Region),39.0,2,0,0,0,24,0,1,0,6,18,75.0,5.26,0,68:24,4104
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2014/2015,Torpedo (Nizhny Novgorod Region),39.0,18,0,0,2,444,5,6,5,34,410,92.3,1.96,1,1041:07,62467
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2014/2015,Ugra (Khanty-Mansiysk),30.0,17,0,1,0,487,4,8,1,46,441,90.6,3.08,0,895:45,53745
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2014/2015,Summary:,,35,0,1,2,931,9,14,6,80,851,91.4,2.48,1,1936:52,116212
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Playoffs,2013/2014,CSKA (Moscow),35.0,1,0,0,0,11,0,0,0,2,9,81.8,3.0,0,40:00,2400
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2013/2014,CSKA (Moscow),35.0,3,0,0,0,84,2,0,1,4,80,95.2,1.3,0,185:00,11100
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2013/2014,Ugra (Khanty-Mansiysk),30.0,32,0,0,4,930,7,20,2,97,833,89.6,3.35,1,1738:48,104328
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2013/2014,Summary:,,35,0,0,4,1014,9,20,3,101,913,90.0,3.15,1,1923:48,115428
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2012/2013,Ugra (Khanty-Mansiysk),30.0,23,0,0,25,680,6,12,3,65,615,90.4,3.04,2,1284:37,77077
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Playoffs,2011/2012,Ugra (Khanty-Mansiysk),30.0,4,0,0,0,141,1,2,0,17,124,87.9,4.85,0,210:14,12614
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2011/2012,Ugra (Khanty-Mansiysk),30.0,39,0,0,4,1200,16,14,9,84,1116,93.0,2.21,6,2276:03,136563
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Playoffs,2010/2011,Ugra (Khanty-Mansiysk),30.0,2,0,0,0,42,0,1,0,6,36,85.7,5.26,0,68:23,4103
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2010/2011,Ugra (Khanty-Mansiysk),30.0,39,0,0,10,956,16,10,10,78,878,91.8,2.26,4,2067:00,124020
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Playoffs,2009/2010,Dynamo (Moscow),20.0,1,0,0,0,3,0,0,0,0,3,100.0,0.0,0,20:00,1200
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2009/2010,Dynamo (Moscow),20.0,32,0,0,10,794,14,8,5,75,719,90.6,2.76,0,1630:27,97827
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Playoffs,2008/2009,Dynamo (Moscow),20.0,2,0,0,0,9,0,0,0,0,9,100.0,0.0,0,24:52,1492
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2008/2009,Dynamo (Moscow),20.0,10,0,1,0,202,4,4,1,22,180,89.1,2.47,1,534:24,32064
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2008/2009,HC MVD (Moscow Region),30.0,13,0,0,0,258,3,6,3,30,228,88.4,2.87,0,626:29,37589
https://en.khl.ru/players/14365/,Mikhail Biryukov,Goalie,Regular season,2008/2009,Summary:,,23,0,1,0,460,7,10,4,52,408,88.7,2.69,1,1160:53,69653
https://en.khl.ru/players/19274/,Sergei S. Bolshakov,Goalie,Regular season,2014/2015,Amur (Khabarovsk),1.0,3,0,0,0,22,0,0,0,2,20,90.9,1.94,0,61:57,3717
https://en.khl.ru/players/17347/,Dmitry Berezin,Goalie,Regular season,2012/2013,Donbass (Donetsk),42.0,1,0,0,2,28,0,0,0,6,22,78.6,9.0,0,40:00,2400
https://en.khl.ru/players/7640/,Konstantin Barulin,Goalie,Regular season,2020/2021,Neftekhimik (Nizhnekamsk),35.0,21,0,0,2,630,2,15,1,71,559,88.7,3.77,0,1130:53,67853
https://en.khl.ru/players/7640/,Konstantin Barulin,Goalie,Playoffs,2019/2020,Neftekhimik (Nizhnekamsk),30.0,4,0,0,2,115,0,3,0,7,108,93.9,1.94,0,216:51,13011
