Profile,Player,Position,Season,Year,Team,Number,Games,Goals,Assists,Penalties,Shots,Wins,Losses,Shootouts,Goals_against,Saves,Saves_percentage,Goals_against_average,Shutouts,Icetime,Icetime_seconds
https://en.khl.ru/players/15172/,Emil Garipov,Goalie,Regular season,2012/2013,Ak Bars (Kazan),77.0,12,0,0,0,251,5,2,1,17,234,93.2,1.96,1,520:23,31223
https://en.khl.ru/players/15172/,Emil Garipov,Goalie,Regular season,2011/2012,Ak Bars (Kazan),77.0,14,0,0,0,286,8,1,0,17,269,94.1,1.74,0,586:20,35180
https://en.khl.ru/players/14922/,Sergei Gaiduchenko,Goalie,Regular season,2016/2017,Medvescak (Zagreb),33.0,7,0,0,0,203,0,5,0,27,176,86.7,4.77,0,339:36,20376
https://en.khl.ru/players/14922/,Sergei Gaiduchenko,Goalie,Regular season,2013/2014,Sibir (Novosibirsk Region),33.0,8,0,0,0,216,2,5,1,25,191,88.4,3.42,0,438:20,26300
https://en.khl.ru/players/14922/,Sergei Gaiduchenko,Goalie,Playoffs,2012/2013,Sibir (Novosibirsk Region),33.0,1,0,0,0,9,0,0,0,2,7,77.8,6.0,0,20:00,1200
https://en.khl.ru/players/14922/,Sergei Gaiduchenko,Goalie,Regular season,2012/2013,Sibir (Novosibirsk Region),33.0,19,0,0,2,524,6,9,2,39,485,92.6,2.4,1,974:48,58488
https://en.khl.ru/players/14922/,Sergei Gaiduchenko,Goalie,Playoffs,2011/2012,CSKA (Moscow),1.0,2,0,0,0,48,0,0,0,7,41,85.4,4.01,0,104:37,6277
https://en.khl.ru/players/14922/,Sergei Gaiduchenko,Goalie,Regular season,2011/2012,CSKA (Moscow),1.0,13,0,0,0,313,2,6,4,30,283,90.4,2.89,0,622:56,37376
https://en.khl.ru/players/14922/,Sergei Gaiduchenko,Goalie,Regular season,2010/2011,CSKA (Moscow),1.0,23,0,0,2,544,4,12,5,58,486,89.3,2.9,1,1200:59,72059
https://en.khl.ru/players/14922/,Sergei Gaiduchenko,Goalie,Regular season,2009/2010,Lokomotiv (Yaroslavl),1.0,20,0,0,0,564,11,7,0,44,520,92.2,2.42,0,1090:35,65435
https://en.khl.ru/players/14922/,Sergei Gaiduchenko,Goalie,Regular season,2008/2009,Lokomotiv (Yaroslavl),1.0,3,0,0,0,86,2,0,1,5,81,94.2,1.62,0,184:45,11085
https://en.khl.ru/players/16222/,Martin Gerber,Goalie,Regular season,2009/2010,Atlant (Moscow Region),26.0,30,0,0,27,747,15,6,6,64,683,91.4,2.19,2,1750:24,105024
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2020/2021,Dinamo (Riga),40.0,16,0,0,2,405,2,9,1,45,360,88.9,3.61,0,747:14,44834
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2019/2020,Traktor (Chelyabinsk),35.0,16,0,0,4,386,4,4,2,33,353,91.5,2.55,1,777:49,46669
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2019/2020,Metallurg (Magnitogorsk),20.0,9,0,0,0,211,3,3,1,21,190,90.0,3.07,0,410:42,24642
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2019/2020,Summary:,,25,0,0,4,597,7,7,3,54,543,91.0,2.73,1,1188:31,71311
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2018/2019,Torpedo (Nizhny Novgorod Region),40.0,28,0,2,6,866,13,11,1,67,799,92.3,2.65,0,1514:45,90885
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Playoffs,2017/2018,Torpedo (Nizhny Novgorod Region),40.0,4,0,0,0,128,0,4,0,8,120,93.8,2.08,0,230:30,13830
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2017/2018,Torpedo (Nizhny Novgorod Region),40.0,39,0,1,6,871,15,14,6,72,799,91.7,2.13,7,2031:25,121885
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2016/2017,Ak Bars (Kazan),20.0,24,0,0,0,566,14,6,2,42,524,92.6,1.94,3,1297:36,77856
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Playoffs,2015/2016,Ak Bars (Kazan),2.0,4,0,0,0,118,1,3,0,11,107,90.7,2.77,1,238:14,14294
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2015/2016,CSKA (Moscow),40.0,14,0,0,0,271,10,4,0,21,250,92.3,1.51,4,837:11,50231
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2015/2016,Ak Bars (Kazan),2.0,14,0,0,0,407,8,2,4,21,386,94.8,1.51,3,833:03,49983
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2015/2016,Summary:,,28,0,0,0,678,18,6,4,42,636,93.8,1.51,7,1670:14,100214
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Playoffs,2014/2015,CSKA (Moscow),40.0,8,0,0,0,163,5,1,0,11,152,93.3,1.67,2,394:55,23695
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2014/2015,CSKA (Moscow),40.0,35,0,0,0,754,23,5,5,61,693,91.9,1.78,6,2055:31,123331
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2013/2014,Atlant (Moscow Region),20.0,41,0,0,4,1142,19,15,6,76,1066,93.3,1.91,3,2389:57,143397
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Playoffs,2012/2013,Atlant (Moscow Region),20.0,5,0,0,0,202,1,4,0,19,183,90.6,3.99,0,285:57,17157
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2012/2013,Atlant (Moscow Region),20.0,25,0,0,2,795,14,6,3,45,750,94.3,1.94,4,1389:59,83399
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2011/2012,Ak Bars (Kazan),20.0,2,0,0,0,37,1,1,0,3,34,91.9,2.59,0,69:36,4176
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2010/2011,Ak Bars (Kazan),20.0,14,0,0,2,345,6,3,2,36,309,89.6,2.92,0,739:11,44351
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2009/2010,Ak Bars (Kazan),20.0,23,0,0,0,578,9,12,2,53,525,90.8,2.48,1,1283:06,76986
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Playoffs,2008/2009,Ak Bars (Kazan),20.0,7,0,0,0,149,3,2,1,11,138,92.6,1.67,1,396:05,23765
https://en.khl.ru/players/14426/,Stanislav Galimov,Goalie,Regular season,2008/2009,Ak Bars (Kazan),20.0,26,0,0,0,623,21,3,1,45,578,92.8,1.81,7,1494:06,89646
https://en.khl.ru/players/19044/,Kirill Grigoryev,Goalie,Regular season,2013/2014,Severstal (Cherepovets),30.0,1,0,0,0,0,0,0,0,0,0,,0.0,0,7:36,456
https://en.khl.ru/players/14700/,Andrei Gavrilov,Goalie,Playoffs,2016/2017,Salavat Yulaev (Ufa),50.0,1,0,0,0,12,0,0,0,3,9,75.0,5.3,0,33:59,2039
https://en.khl.ru/players/14700/,Andrei Gavrilov,Goalie,Regular season,2016/2017,Salavat Yulaev (Ufa),50.0,25,0,0,0,564,9,6,2,37,527,93.4,1.95,2,1138:06,68286
https://en.khl.ru/players/14700/,Andrei Gavrilov,Goalie,Regular season,2015/2016,Sochi (Sochi),50.0,5,0,0,0,90,1,2,1,9,81,90.0,2.44,0,221:30,13290
https://en.khl.ru/players/14700/,Andrei Gavrilov,Goalie,Playoffs,2014/2015,Sochi (Sochi),50.0,2,0,0,0,46,0,2,0,5,41,89.1,3.94,0,76:12,4572
https://en.khl.ru/players/14700/,Andrei Gavrilov,Goalie,Regular season,2014/2015,Sochi (Sochi),50.0,25,0,0,0,540,5,8,6,52,488,90.4,2.92,0,1069:55,64195
https://en.khl.ru/players/14700/,Andrei Gavrilov,Goalie,Playoffs,2009/2010,Atlant (Moscow Region),50.0,1,0,0,0,22,0,1,0,1,21,95.5,1.58,0,37:55,2275
https://en.khl.ru/players/14700/,Andrei Gavrilov,Goalie,Regular season,2009/2010,Vityaz (Moscow Region),53.0,19,0,0,4,524,5,6,3,65,459,87.6,4.09,0,953:01,57181
https://en.khl.ru/players/14700/,Andrei Gavrilov,Goalie,Regular season,2009/2010,Atlant (Moscow Region),50.0,2,0,0,0,39,2,0,0,1,38,97.4,0.5,1,120:00,7200
https://en.khl.ru/players/14700/,Andrei Gavrilov,Goalie,Regular season,2009/2010,Summary:,,21,0,0,4,563,7,6,3,66,497,88.3,3.69,1,1073:01,64381
https://en.khl.ru/players/15208/,John Grahame,Goalie,Regular season,2008/2009,Avangard (Omsk),47.0,20,0,1,4,549,8,10,2,57,492,89.6,2.86,3,1194:54,71694
https://en.khl.ru/players/20712/,Niko Hovinen,Goalie,Regular season,2016/2017,Medvescak (Zagreb),32.0,5,0,0,0,139,1,4,0,22,117,84.2,5.38,0,245:17,14717
https://en.khl.ru/players/20712/,Niko Hovinen,Goalie,Regular season,2013/2014,Metallurg (Novokuznetsk),32.0,18,0,0,2,506,2,13,1,43,463,91.5,3.07,0,841:29,50489
https://en.khl.ru/players/20712/,Niko Hovinen,Goalie,Regular season,2013/2014,Admiral (Vladivostok),32.0,7,0,0,0,202,1,4,0,16,186,92.1,2.51,0,382:53,22973
https://en.khl.ru/players/20712/,Niko Hovinen,Goalie,Regular season,2013/2014,Summary:,,25,0,0,2,708,3,17,1,59,649,91.7,2.89,0,1224:22,73462
https://en.khl.ru/players/26938/,Magnus Hellberg,Goalie,Playoffs,2020/2021,SKA (Saint Petersburg),45.0,10,0,0,0,229,7,2,0,13,216,94.3,1.32,2,591:02,35462
https://en.khl.ru/players/26938/,Magnus Hellberg,Goalie,Regular season,2020/2021,SKA (Saint Petersburg),45.0,21,0,0,0,532,14,4,1,37,495,93.0,1.89,2,1171:57,70317
https://en.khl.ru/players/26938/,Magnus Hellberg,Goalie,Playoffs,2019/2020,SKA (Saint Petersburg),45.0,2,0,0,0,87,2,0,0,2,85,97.7,0.69,1,173:27,10407
https://en.khl.ru/players/26938/,Magnus Hellberg,Goalie,Regular season,2019/2020,SKA (Saint Petersburg),45.0,26,0,1,0,559,14,7,3,41,518,92.7,1.7,3,1443:15,86595
https://en.khl.ru/players/26938/,Magnus Hellberg,Goalie,Playoffs,2018/2019,SKA (Saint Petersburg),45.0,10,0,0,0,198,7,2,0,16,182,91.9,1.68,1,570:50,34250
https://en.khl.ru/players/26938/,Magnus Hellberg,Goalie,Regular season,2018/2019,SKA (Saint Petersburg),45.0,34,0,0,0,747,24,7,3,45,702,94.0,1.32,8,2048:13,122893
https://en.khl.ru/players/26938/,Magnus Hellberg,Goalie,Regular season,2017/2018,Kunlun Red Star (Beijing),45.0,51,0,0,6,1487,16,26,3,110,1377,92.6,2.39,6,2760:55,165655
https://en.khl.ru/players/16761/,Dominik Hasek,Goalie,Playoffs,2010/2011,Spartak (Moscow),39.0,4,0,0,0,103,0,3,0,14,89,86.4,4.12,0,204:07,12247
https://en.khl.ru/players/16761/,Dominik Hasek,Goalie,Regular season,2010/2011,Spartak (Moscow),39.0,46,0,0,2,1312,23,19,3,112,1200,91.5,2.48,7,2710:42,162642
https://en.khl.ru/players/19384/,Ville Hostikka,Goalie,Regular season,2012/2013,Slovan (Bratislava),1.0,1,0,0,0,24,0,1,0,4,20,83.3,4.02,0,59:46,3586
https://en.khl.ru/players/23351/,Calvin Heeter,Goalie,Regular season,2015/2016,Medvescak (Zagreb),34.0,6,0,0,2,104,0,2,2,15,89,85.6,3.23,0,279:02,16742
https://en.khl.ru/players/23351/,Calvin Heeter,Goalie,Regular season,2014/2015,Medvescak (Zagreb),34.0,22,0,0,2,609,9,9,2,54,555,91.1,2.65,0,1223:33,73413
https://en.khl.ru/players/22346/,Riku Helenius,Goalie,Regular season,2016/2017,Jokerit (Helsinki),31.0,20,0,1,2,550,10,6,4,54,496,90.2,2.66,0,1218:34,73114
https://en.khl.ru/players/22346/,Riku Helenius,Goalie,Regular season,2015/2016,Jokerit (Helsinki),31.0,21,0,0,2,385,7,6,4,42,343,89.1,2.41,2,1045:25,62725
https://en.khl.ru/players/22346/,Riku Helenius,Goalie,Playoffs,2014/2015,Jokerit (Helsinki),31.0,1,0,0,0,18,1,0,0,1,17,94.4,1.0,0,60:00,3600
https://en.khl.ru/players/22346/,Riku Helenius,Goalie,Regular season,2014/2015,Jokerit (Helsinki),31.0,22,0,0,0,607,14,5,2,50,557,91.8,2.36,2,1272:02,76322
https://en.khl.ru/players/31049/,Dominik Hrachovina,Goalie,Playoffs,2018/2019,Barys (Nur-Sultan),49.0,4,0,0,0,99,1,2,0,11,88,88.9,3.5,0,188:47,11327
https://en.khl.ru/players/31049/,Dominik Hrachovina,Goalie,Regular season,2018/2019,Barys (Nur-Sultan),49.0,22,0,0,2,534,7,6,4,46,488,91.4,2.61,1,1056:48,63408
https://en.khl.ru/players/17543/,Lars Haugen,Goalie,Playoffs,2014/2015,Dinamo (Minsk),30.0,3,0,0,0,86,1,1,0,10,76,88.4,4.15,0,144:31,8671
https://en.khl.ru/players/17543/,Lars Haugen,Goalie,Regular season,2014/2015,Dinamo (Minsk),30.0,30,0,0,0,886,15,9,5,69,817,92.2,2.39,3,1729:06,103746
https://en.khl.ru/players/17543/,Lars Haugen,Goalie,Regular season,2013/2014,Dinamo (Minsk),30.0,26,0,0,20,667,6,14,3,60,607,91.0,2.63,2,1368:45,82125
https://en.khl.ru/players/17543/,Lars Haugen,Goalie,Regular season,2012/2013,Dinamo (Minsk),30.0,22,0,0,0,585,13,8,1,39,546,93.3,1.81,2,1290:06,77406
https://en.khl.ru/players/17543/,Lars Haugen,Goalie,Playoffs,2011/2012,Dinamo (Minsk),30.0,2,0,0,0,62,0,2,0,4,58,93.5,1.97,0,121:58,7318
https://en.khl.ru/players/17543/,Lars Haugen,Goalie,Regular season,2011/2012,Dinamo (Minsk),30.0,1,0,0,0,37,0,0,1,3,34,91.9,2.77,0,65:00,3900
https://en.khl.ru/players/34937/,Simon Hrubec,Goalie,Playoffs,2020/2021,Avangard (Omsk),11.0,18,0,1,0,550,12,6,0,26,524,95.3,1.45,5,1076:41,64601
https://en.khl.ru/players/34937/,Simon Hrubec,Goalie,Regular season,2020/2021,Avangard (Omsk),11.0,19,0,0,0,535,10,7,2,38,497,92.9,2.04,3,1118:36,67116
https://en.khl.ru/players/34937/,Simon Hrubec,Goalie,Regular season,2020/2021,Kunlun Red Star (Beijing),30.0,10,0,0,2,381,1,8,0,31,350,91.9,3.31,0,561:54,33714
https://en.khl.ru/players/34937/,Simon Hrubec,Goalie,Regular season,2020/2021,Summary:,,29,0,0,2,916,11,15,2,69,847,92.5,2.46,3,1680:30,100830
https://en.khl.ru/players/34937/,Simon Hrubec,Goalie,Regular season,2019/2020,Kunlun Red Star (Beijing),30.0,32,0,1,6,1006,12,15,4,68,938,93.2,2.19,2,1863:47,111827
https://en.khl.ru/players/20715/,Julius Hudacek,Goalie,Playoffs,2020/2021,Spartak (Moscow),33.0,4,0,0,0,102,0,4,0,11,91,89.2,2.67,0,247:05,14825
https://en.khl.ru/players/20715/,Julius Hudacek,Goalie,Regular season,2020/2021,Spartak (Moscow),33.0,46,0,2,2,1090,22,17,3,103,987,90.6,2.43,2,2538:02,152282
https://en.khl.ru/players/20715/,Julius Hudacek,Goalie,Playoffs,2019/2020,Spartak (Moscow),33.0,4,0,0,0,90,0,3,0,11,79,87.8,4.05,0,162:59,9779
https://en.khl.ru/players/20715/,Julius Hudacek,Goalie,Regular season,2019/2020,Spartak (Moscow),33.0,41,0,2,4,1180,20,15,5,86,1094,92.7,2.2,3,2350:08,141008
https://en.khl.ru/players/20715/,Julius Hudacek,Goalie,Playoffs,2018/2019,Spartak (Moscow),33.0,6,0,1,2,196,2,4,0,13,183,93.4,2.16,1,360:30,21630
https://en.khl.ru/players/20715/,Julius Hudacek,Goalie,Regular season,2018/2019,Spartak (Moscow),33.0,45,0,1,2,1161,17,21,4,98,1063,91.6,2.35,1,2500:39,150039
https://en.khl.ru/players/20715/,Julius Hudacek,Goalie,Playoffs,2017/2018,Severstal (Cherepovets),33.0,4,0,0,10,152,0,4,0,15,137,90.1,3.66,0,246:02,14762
https://en.khl.ru/players/20715/,Julius Hudacek,Goalie,Regular season,2017/2018,Severstal (Cherepovets),33.0,48,0,2,4,1333,23,18,6,107,1226,92.0,2.24,5,2867:55,172075
https://en.khl.ru/players/20715/,Julius Hudacek,Goalie,Regular season,2013/2014,Sibir (Novosibirsk Region),1.0,1,0,0,0,17,0,1,0,3,14,82.4,3.08,0,58:30,3510
https://en.khl.ru/players/16810/,Christopher Holt,Goalie,Regular season,2012/2013,Avtomobilist (Ekaterinburg),31.0,27,0,1,10,872,4,16,5,77,795,91.2,2.83,1,1629:57,97797
https://en.khl.ru/players/16810/,Christopher Holt,Goalie,Regular season,2012/2013,Donbass (Donetsk),31.0,5,0,0,0,150,2,2,1,9,141,94.0,1.78,1,303:09,18189
https://en.khl.ru/players/16810/,Christopher Holt,Goalie,Regular season,2012/2013,Summary:,,32,0,1,10,1022,6,18,6,86,936,91.6,2.67,2,1933:06,115986
https://en.khl.ru/players/16810/,Christopher Holt,Goalie,Playoffs,2011/2012,Dinamo (Riga),31.0,5,0,0,0,115,2,2,0,13,102,88.7,2.72,0,287:15,17235
https://en.khl.ru/players/16810/,Christopher Holt,Goalie,Regular season,2011/2012,Dinamo (Riga),31.0,45,0,0,4,1206,20,16,6,98,1108,91.9,2.27,5,2590:12,155412
https://en.khl.ru/players/16810/,Christopher Holt,Goalie,Playoffs,2010/2011,Dinamo (Riga),31.0,7,0,0,2,200,2,5,0,22,178,89.0,3.27,0,403:40,24220
https://en.khl.ru/players/16810/,Christopher Holt,Goalie,Regular season,2010/2011,Dinamo (Riga),31.0,33,0,0,2,1066,13,11,8,81,985,92.4,2.47,1,1965:37,117937
https://en.khl.ru/players/22258/,Leland Irving,Goalie,Regular season,2014/2015,Salavat Yulaev (Ufa),37.0,20,0,0,0,401,2,8,1,47,354,88.3,3.35,0,841:44,50504
https://en.khl.ru/players/15122/,Alexei Ivanov,Goalie,Regular season,2015/2016,Barys (Nur-Sultan),28.0,6,0,0,0,186,1,3,1,16,170,91.4,3.08,0,311:15,18675
https://en.khl.ru/players/15122/,Alexei Ivanov,Goalie,Regular season,2014/2015,Barys (Nur-Sultan),28.0,5,0,0,0,136,2,1,1,8,128,94.1,1.96,1,245:01,14701
https://en.khl.ru/players/15122/,Alexei Ivanov,Goalie,Regular season,2013/2014,Spartak (Moscow),20.0,16,0,0,0,377,3,6,1,35,342,90.7,2.92,0,718:17,43097
https://en.khl.ru/players/15201/,Evgeny Ivannikov,Goalie,Regular season,2020/2021,Neftekhimik (Nizhnekamsk),53.0,42,0,0,2,1181,15,22,1,116,1065,90.2,3.18,3,2187:25,131245
https://en.khl.ru/players/15201/,Evgeny Ivannikov,Goalie,Regular season,2017/2018,Lada (Togliatti),35.0,11,0,1,0,186,1,4,4,20,166,89.2,2.81,0,426:58,25618
https://en.khl.ru/players/15201/,Evgeny Ivannikov,Goalie,Regular season,2016/2017,SKA (Saint Petersburg),35.0,1,0,0,0,16,0,0,1,1,15,93.8,1.15,0,52:18,3138
https://en.khl.ru/players/15201/,Evgeny Ivannikov,Goalie,Regular season,2015/2016,Spartak (Moscow),31.0,28,0,1,2,626,7,13,2,66,560,89.5,2.7,0,1468:44,88124
https://en.khl.ru/players/15201/,Evgeny Ivannikov,Goalie,Regular season,2014/2015,SKA (Saint Petersburg),34.0,16,0,1,0,385,11,3,0,35,350,90.9,2.36,0,889:57,53397
https://en.khl.ru/players/15201/,Evgeny Ivannikov,Goalie,Regular season,2014/2015,Lada (Togliatti),35.0,14,0,0,0,424,7,3,4,28,396,93.4,1.94,0,863:51,51831
https://en.khl.ru/players/15201/,Evgeny Ivannikov,Goalie,Regular season,2014/2015,Summary:,,30,0,1,0,809,18,6,4,63,746,92.2,2.16,0,1753:48,105228
https://en.khl.ru/players/15201/,Evgeny Ivannikov,Goalie,Playoffs,2013/2014,Admiral (Vladivostok),35.0,5,0,0,0,184,1,4,0,18,166,90.2,2.82,0,383:37,23017
https://en.khl.ru/players/15201/,Evgeny Ivannikov,Goalie,Regular season,2013/2014,Admiral (Vladivostok),35.0,36,0,0,0,868,16,10,8,59,809,93.2,1.98,1,1786:33,107193
https://en.khl.ru/players/25400/,Daniil Isayev,Goalie,Regular season,2020/2021,Lokomotiv (Yaroslavl),92.0,3,0,0,0,43,1,1,0,5,38,88.4,2.37,1,126:48,7608
https://en.khl.ru/players/25400/,Daniil Isayev,Goalie,Regular season,2019/2020,Lokomotiv (Yaroslavl),20.0,3,0,0,0,72,2,0,1,6,66,91.7,2.2,0,163:25,9805
https://en.khl.ru/players/25400/,Daniil Isayev,Goalie,Regular season,2018/2019,Lokomotiv (Yaroslavl),20.0,5,0,0,2,106,3,0,0,5,101,95.3,1.3,1,230:11,13811
https://en.khl.ru/players/17540/,Maris Jucers,Goalie,Regular season,2012/2013,Dinamo (Riga),37.0,19,0,0,0,509,2,13,3,54,455,89.4,3.01,0,1075:54,64554
https://en.khl.ru/players/17540/,Maris Jucers,Goalie,Playoffs,2011/2012,Dinamo (Riga),37.0,3,0,0,0,61,1,2,0,8,53,86.9,2.85,0,168:10,10090
https://en.khl.ru/players/17540/,Maris Jucers,Goalie,Regular season,2011/2012,Dinamo (Riga),37.0,16,0,0,0,306,2,5,5,28,278,90.8,2.41,0,695:54,41754
https://en.khl.ru/players/20710/,Mika Jarvinen,Goalie,Regular season,2013/2014,Amur (Khabarovsk),60.0,25,0,0,12,835,2,14,8,77,758,90.8,3.09,1,1494:33,89673
https://en.khl.ru/players/27788/,Lars Johansson,Goalie,Playoffs,2020/2021,CSKA (Moscow),31.0,23,0,0,8,610,14,9,0,29,581,95.2,1.2,7,1444:04,86644
https://en.khl.ru/players/27788/,Lars Johansson,Goalie,Regular season,2020/2021,CSKA (Moscow),31.0,24,0,2,4,547,19,3,1,37,510,93.2,1.59,4,1394:56,83696
https://en.khl.ru/players/27788/,Lars Johansson,Goalie,Regular season,2019/2020,CSKA (Moscow),31.0,23,0,1,0,474,17,6,0,32,442,93.2,1.4,6,1370:30,82230
https://en.khl.ru/players/27788/,Lars Johansson,Goalie,Playoffs,2018/2019,CSKA (Moscow),31.0,1,0,0,0,2,0,0,0,0,2,100.0,0.0,0,10:54,654
https://en.khl.ru/players/27788/,Lars Johansson,Goalie,Regular season,2018/2019,CSKA (Moscow),31.0,24,0,0,4,491,20,3,1,27,464,94.5,1.15,9,1406:51,84411
https://en.khl.ru/players/27788/,Lars Johansson,Goalie,Playoffs,2017/2018,CSKA (Moscow),31.0,6,0,0,0,125,3,2,0,4,121,96.8,0.75,1,320:15,19215
https://en.khl.ru/players/27788/,Lars Johansson,Goalie,Regular season,2017/2018,CSKA (Moscow),31.0,21,0,0,2,420,15,4,0,26,394,93.8,1.31,6,1192:53,71573
https://en.khl.ru/players/16053/,Jaroslav Janus,Goalie,Regular season,2014/2015,Slovan (Bratislava),32.0,25,0,0,2,612,6,12,5,67,545,89.1,3.01,2,1337:37,80257
https://en.khl.ru/players/16053/,Jaroslav Janus,Goalie,Regular season,2013/2014,Slovan (Bratislava),32.0,41,0,0,4,1127,15,18,8,115,1012,89.8,2.86,2,2411:23,144683
https://en.khl.ru/players/16053/,Jaroslav Janus,Goalie,Playoffs,2012/2013,Slovan (Bratislava),32.0,2,0,0,0,60,0,2,0,8,52,86.7,4.03,0,119:11,7151
https://en.khl.ru/players/16053/,Jaroslav Janus,Goalie,Regular season,2012/2013,Slovan (Bratislava),32.0,47,0,3,6,1453,18,16,13,104,1349,92.8,2.17,5,2879:23,172763
https://en.khl.ru/players/39297/,Samuel Jukuri,Goalie,Regular season,2020/2021,Jokerit (Helsinki),35.0,8,0,1,0,193,3,4,0,16,177,91.7,2.19,0,438:17,26297
https://en.khl.ru/players/23619/,Gasper Kroselj,Goalie,Regular season,2015/2016,Medvescak (Zagreb),32.0,28,0,0,0,637,6,15,1,64,573,90.0,3.2,0,1199:32,71972
https://en.khl.ru/players/15222/,Dimitrij Kotschnew,Goalie,Playoffs,2011/2012,Atlant (Moscow Region),1.0,1,0,0,0,20,0,0,0,3,17,85.0,4.5,0,40:00,2400
https://en.khl.ru/players/15222/,Dimitrij Kotschnew,Goalie,Regular season,2011/2012,Atlant (Moscow Region),1.0,13,0,0,2,305,6,3,1,23,282,92.5,2.19,1,629:27,37767
https://en.khl.ru/players/15222/,Dimitrij Kotschnew,Goalie,Playoffs,2010/2011,Lokomotiv (Yaroslavl),1.0,13,0,0,2,325,7,4,0,42,283,87.1,3.73,0,675:40,40540
https://en.khl.ru/players/15222/,Dimitrij Kotschnew,Goalie,Regular season,2010/2011,Lokomotiv (Yaroslavl),1.0,44,0,2,8,1279,24,13,4,102,1177,92.0,2.41,3,2542:08,152528
https://en.khl.ru/players/15222/,Dimitrij Kotschnew,Goalie,Playoffs,2009/2010,Spartak (Moscow),1.0,10,0,0,0,325,5,5,0,25,300,92.3,2.53,2,592:19,35539
https://en.khl.ru/players/15222/,Dimitrij Kotschnew,Goalie,Regular season,2009/2010,Spartak (Moscow),1.0,42,0,0,10,1043,20,14,6,111,932,89.4,2.8,1,2376:27,142587
https://en.khl.ru/players/15222/,Dimitrij Kotschnew,Goalie,Playoffs,2008/2009,Spartak (Moscow),1.0,6,0,0,0,203,3,3,0,17,186,91.6,2.8,0,363:58,21838
https://en.khl.ru/players/15222/,Dimitrij Kotschnew,Goalie,Regular season,2008/2009,Spartak (Moscow),1.0,15,0,0,0,399,9,4,2,31,368,92.2,2.04,2,909:58,54598
https://en.khl.ru/players/3913/,Sergei Khoroshun,Goalie,Regular season,2009/2010,Vityaz (Moscow Region),69.0,15,0,0,0,319,1,10,1,40,279,87.5,3.87,0,619:54,37194
https://en.khl.ru/players/3913/,Sergei Khoroshun,Goalie,Playoffs,2008/2009,Neftekhimik (Nizhnekamsk),69.0,1,0,0,0,10,0,1,0,3,7,70.0,14.48,0,12:26,746
https://en.khl.ru/players/3913/,Sergei Khoroshun,Goalie,Regular season,2008/2009,Neftekhimik (Nizhnekamsk),69.0,32,0,0,2,688,13,11,1,60,628,91.3,2.14,2,1680:49,100849
https://en.khl.ru/players/18932/,Tomi Karhunen,Goalie,Regular season,2018/2019,Kunlun Red Star (Beijing),31.0,12,0,0,0,343,2,9,0,40,303,88.3,3.69,0,650:27,39027
https://en.khl.ru/players/18932/,Tomi Karhunen,Goalie,Regular season,2017/2018,Vityaz (Moscow Region),33.0,3,0,0,0,83,0,1,1,8,75,90.4,3.31,0,145:00,8700
https://en.khl.ru/players/18932/,Tomi Karhunen,Goalie,Regular season,2017/2018,Kunlun Red Star (Beijing),33.0,8,0,0,0,174,0,4,2,12,162,93.1,2.29,0,314:53,18893
https://en.khl.ru/players/18932/,Tomi Karhunen,Goalie,Regular season,2017/2018,Summary:,,11,0,0,0,257,0,5,3,20,237,92.2,2.61,0,459:53,27593
https://en.khl.ru/players/18932/,Tomi Karhunen,Goalie,Playoffs,2016/2017,Kunlun Red Star (Beijing),33.0,4,0,0,0,106,1,3,0,15,91,85.8,4.5,0,199:51,11991
https://en.khl.ru/players/18932/,Tomi Karhunen,Goalie,Regular season,2016/2017,Kunlun Red Star (Beijing),33.0,27,0,0,0,783,11,11,5,57,726,92.7,2.11,4,1617:39,97059
https://en.khl.ru/players/17334/,Mikhail Karnaukhov,Goalie,Regular season,2019/2020,Dinamo (Minsk),94.0,12,0,0,0,250,0,6,0,30,220,88.0,3.57,0,504:32,30272
