Profile,Player,Role,Year,Season,Team_id,Date,Home_team,Away_team,Home_score,Away_score,Length,Number,Goals,Assists,Penalties,Shots,Icetime,Icetime_seconds,Wins,Losses,Shootouts,Goals_against,Saves,Saves_percentage,Goals_against_average,Shutouts
https://en.khl.ru/players/16159/,Bernd Bruckler,Goalie,2011/2012,Regular season,29,2012-02-19,Sibir,Ugra,0,1,Standard,30,0,0,0,32,59:22,3562,0,1,0,1,31,96.9,1.01,0
https://en.khl.ru/players/16159/,Bernd Bruckler,Goalie,2011/2012,Regular season,29,2012-02-24,Atlant,Sibir,2,1,Shootouts,30,0,0,0,37,65:00,3900,0,0,1,1,36,97.3,0.92,0
https://en.khl.ru/players/22542/,Samuel Baros,Goalie,2014/2015,Regular season,246,2015-01-22,Slovan,Atlant,4,5,Standard,31,0,0,0,24,51:57,3117,0,1,0,3,21,87.5,3.46,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2017/2018,Regular season,53,2017-08-31,Ak Bars,Lada,5,2,Standard,50,0,0,0,25,60:00,3600,1,0,0,2,23,92.0,2.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2017/2018,Regular season,53,2017-09-08,Ugra,Ak Bars,2,4,Standard,50,0,0,0,30,60:00,3600,1,0,0,2,28,93.3,2.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2017/2018,Regular season,53,2017-09-12,Ak Bars,Spartak,3,4,Overtime,50,0,0,0,31,63:35,3815,0,1,0,4,27,87.1,3.77,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2017/2018,Regular season,53,2017-10-13,Lokomotiv,Ak Bars,6,2,Standard,50,0,0,0,24,29:01,1741,0,0,0,2,22,91.7,4.14,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2017/2018,Regular season,53,2017-10-20,Ak Bars,Traktor,7,1,Standard,50,0,0,0,14,20:00,1200,0,0,0,1,13,92.9,3.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2017/2018,Regular season,53,2017-11-27,HC Sochi,Ak Bars,1,3,Standard,50,0,0,0,32,59:58,3598,1,0,0,1,31,96.9,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2017/2018,Regular season,213,2018-01-16,Ugra,Traktor,0,4,Standard,37,0,0,0,5,26:43,1603,0,0,0,0,5,100.0,0.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2017/2018,Regular season,213,2018-01-18,Ugra,Metallurg Mg,0,3,Standard,37,0,0,0,28,59:42,3582,0,1,0,2,26,92.9,2.01,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2017/2018,Regular season,213,2018-01-20,Traktor,Ugra,2,1,Standard,37,0,0,0,28,58:39,3519,0,1,0,2,26,92.9,2.05,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2017/2018,Regular season,213,2018-01-22,Dinamo R,Ugra,1,2,Overtime,37,0,0,0,34,61:13,3673,1,0,0,1,33,97.1,0.98,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2017/2018,Regular season,213,2018-03-01,Ugra,Avtomobilist,0,3,Standard,37,0,0,0,27,60:00,3600,0,1,0,3,24,88.9,3.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-09-16,Kunlun RS,Dinamo R,2,4,Standard,82,0,0,0,36,59:47,3587,1,0,0,2,34,94.4,2.01,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-09-23,Dinamo R,Spartak,1,3,Standard,82,0,0,0,13,42:03,2523,0,0,0,0,13,100.0,0.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-09-25,Dinamo R,Jokerit,2,1,Overtime,82,0,0,0,44,62:34,3754,1,0,0,1,43,97.7,0.96,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-09-27,Dinamo R,HC Sochi,1,4,Standard,82,0,0,0,23,47:39,2859,0,0,0,1,22,95.7,1.26,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-09-29,Dinamo R,Barys,3,7,Standard,82,0,0,0,6,12:52,772,0,0,0,3,3,50.0,13.99,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-10-07,Sibir,Dinamo R,6,3,Standard,82,0,0,0,12,32:20,1940,0,0,0,3,9,75.0,5.57,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-10-26,Dinamo R,SKA,1,2,Standard,82,0,0,0,46,59:54,3594,0,1,0,2,44,95.7,2.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-10-30,Dinamo R,Severstal,3,0,Standard,82,0,0,0,23,59:49,3589,1,0,0,0,23,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-11-01,Dinamo R,Lokomotiv,3,2,Standard,82,0,0,0,39,60:00,3600,1,0,0,2,37,94.9,2.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-11-13,Neftekhimik,Dinamo R,3,4,Standard,82,0,0,0,42,60:00,3600,1,0,0,3,39,92.9,3.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-11-17,Ak Bars,Dinamo R,2,1,Shootouts,82,0,0,0,29,65:00,3900,0,0,1,1,28,96.6,0.92,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-11-21,Dinamo R,Vityaz,1,2,Standard,82,0,0,0,25,58:09,3489,0,1,0,2,23,92.0,2.06,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-11-23,Dinamo R,Avangard,3,0,Standard,82,0,0,0,34,59:49,3589,1,0,0,0,34,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-11-28,Dinamo R,CSKA,0,5,Standard,82,0,0,0,36,60:00,3600,0,1,0,5,31,86.1,5.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-12-01,Traktor,Dinamo R,1,0,Standard,82,0,0,0,21,58:20,3500,0,1,0,1,20,95.2,1.03,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-12-03,Spartak,Dinamo R,3,2,Shootouts,82,0,0,0,28,65:00,3900,0,0,1,2,26,92.9,1.85,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-12-05,HC Sochi,Dinamo R,3,2,Shootouts,82,0,0,0,32,64:24,3864,0,0,1,2,30,93.8,1.86,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-12-07,Dinamo R,Salavat Yulaev,2,4,Standard,82,0,0,0,3,4:25,265,0,0,0,2,1,33.3,27.17,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-12-12,Slovan,Dinamo R,3,4,Standard,82,0,0,0,36,59:57,3597,1,0,0,3,33,91.7,3.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-12-18,Dinamo Mn,Dinamo R,2,1,Standard,82,0,0,0,31,59:10,3550,0,1,0,2,29,93.5,2.03,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-12-20,SKA,Dinamo R,2,3,Overtime,82,0,0,0,33,61:54,3714,1,0,0,2,31,93.9,1.94,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-12-22,Jokerit,Dinamo R,3,2,Overtime,82,0,0,0,29,60:50,3650,0,1,0,3,26,89.7,2.96,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-12-26,Dinamo R,Neftekhimik,2,0,Standard,82,0,0,0,43,60:00,3600,1,0,0,0,43,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2018-12-30,Dinamo R,HC Dynamo M,5,4,Standard,82,0,0,0,31,60:00,3600,1,0,0,4,27,87.1,4.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2019-01-04,Lokomotiv,Dinamo R,2,1,Standard,82,0,0,2,34,59:23,3563,0,1,0,2,32,94.1,2.02,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2019-01-08,Severstal,Dinamo R,3,2,Overtime,82,0,0,0,41,63:13,3793,0,1,0,3,38,92.7,2.85,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2019-01-10,Salavat Yulaev,Dinamo R,3,2,Overtime,82,0,0,0,31,61:55,3715,0,1,0,3,28,90.3,2.91,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2019-01-13,Dinamo R,Traktor,1,2,Overtime,82,0,0,0,22,60:14,3614,0,1,0,2,20,90.9,1.99,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2019-01-22,Dinamo R,Slovan,3,2,Standard,82,0,0,0,27,60:00,3600,1,0,0,2,25,92.6,2.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2019-01-26,SKA,Dinamo R,7,1,Standard,82,0,0,0,12,20:27,1227,0,1,0,3,9,75.0,8.8,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2019-01-28,HC Dynamo M,Dinamo R,3,2,Standard,82,0,0,0,39,59:30,3570,0,1,0,3,36,92.3,3.03,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2019-02-02,Dinamo Mn,Dinamo R,3,1,Standard,82,0,0,0,0,0:12,12,0,0,0,0,0,,0.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2019-02-04,Slovan,Dinamo R,2,1,Standard,82,0,0,0,29,60:00,3600,0,1,0,2,27,93.1,2.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2019-02-11,Dinamo R,Jokerit,3,1,Standard,82,0,0,2,33,60:00,3600,1,0,0,1,32,97.0,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2019-02-15,Dinamo R,Dinamo Mn,3,1,Standard,82,0,0,0,35,60:00,3600,1,0,0,1,34,97.1,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2019-02-18,Dinamo R,Slovan,5,0,Standard,82,0,0,0,22,60:00,3600,1,0,0,0,22,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2019-02-20,Severstal,Dinamo R,4,5,Overtime,82,0,0,0,24,60:34,3634,1,0,0,4,20,83.3,3.96,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2018/2019,Regular season,208,2019-02-22,CSKA,Dinamo R,3,0,Standard,82,0,0,0,17,56:35,3395,0,1,0,2,15,88.2,2.12,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-09-19,Ak Bars,Neftekhimik,4,1,Standard,82,0,0,2,32,60:00,3600,1,0,0,1,31,96.9,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-09-23,Sibir,Ak Bars,4,2,Standard,82,0,0,0,11,32:29,1949,0,0,0,1,10,90.9,1.85,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-09-28,Ak Bars,Kunlun RS,5,0,Standard,82,0,0,0,18,59:34,3574,1,0,0,0,18,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-09-30,Ak Bars,Neftekhimik,3,2,Standard,82,0,0,0,28,60:00,3600,1,0,0,2,26,92.9,2.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-10-08,Lokomotiv,Ak Bars,0,4,Standard,82,0,0,0,20,60:00,3600,1,0,0,0,20,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-10-11,Ak Bars,CSKA,2,5,Standard,82,0,0,0,10,18:12,1092,0,0,0,1,9,90.0,3.3,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-10-17,Ak Bars,Jokerit,4,3,Overtime,82,0,0,0,20,61:04,3664,1,0,0,3,17,85.0,2.95,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-10-23,Metallurg Mg,Ak Bars,1,0,Shootouts,82,0,0,0,37,64:46,3886,0,0,1,0,37,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-10-30,Ak Bars,Admiral,2,0,Standard,82,0,1,0,26,60:00,3600,1,0,0,0,26,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-11-02,Neftekhimik,Ak Bars,4,2,Standard,82,0,0,0,0,17:27,1047,0,0,0,0,0,,0.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-11-04,Severstal,Ak Bars,0,2,Standard,82,0,0,0,21,60:00,3600,1,0,0,0,21,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-11-12,Ak Bars,Avangard,3,0,Standard,82,0,0,0,26,59:46,3586,1,0,0,0,26,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-11-14,Ak Bars,Traktor,4,1,Standard,82,0,0,0,16,60:00,3600,1,0,0,1,15,93.8,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-11-20,Sibir,Ak Bars,1,4,Standard,82,0,0,0,35,59:04,3544,1,0,0,1,34,97.1,1.02,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-11-24,Salavat Yulaev,Ak Bars,3,4,Shootouts,82,0,0,0,33,65:00,3900,0,0,1,3,30,90.9,2.77,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-12-08,Avangard,Ak Bars,3,0,Standard,82,0,0,0,13,22:52,1372,0,1,0,2,11,84.6,5.25,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-12-21,Ak Bars,Sibir,0,3,Standard,82,0,0,0,24,59:47,3587,0,1,0,2,22,91.7,2.01,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2019-12-28,Ak Bars,Lokomotiv,3,0,Standard,82,0,0,0,29,60:00,3600,1,0,0,0,29,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2020-01-05,Ak Bars,Traktor,4,3,Overtime,82,0,0,0,10,30:01,1801,1,0,0,0,10,100.0,0.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2020-01-07,Ak Bars,Metallurg Mg,2,0,Standard,82,0,0,0,12,59:44,3584,1,0,0,0,12,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2020-01-09,Ak Bars,Torpedo,1,4,Standard,82,0,0,0,23,59:23,3563,0,1,0,4,19,82.6,4.04,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2020-01-14,Amur,Ak Bars,2,3,Shootouts,82,0,0,0,35,64:35,3875,0,0,1,2,33,94.3,1.86,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2020-01-16,Kunlun RS,Ak Bars,3,1,Standard,82,0,0,0,21,58:55,3535,0,1,0,2,19,90.5,2.04,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2020-01-23,Ak Bars,Salavat Yulaev,3,2,Shootouts,82,0,0,0,29,65:00,3900,0,0,1,2,27,93.1,1.85,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2020-01-27,Traktor,Ak Bars,2,4,Standard,82,0,0,0,25,59:25,3565,1,0,0,2,23,92.0,2.02,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2020-01-29,Vityaz,Ak Bars,2,4,Standard,82,0,0,0,36,60:00,3600,1,0,0,2,34,94.4,2.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2020-02-03,Ak Bars,Vityaz,5,2,Standard,82,0,0,0,27,60:00,3600,1,0,0,2,25,92.6,2.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2020-02-11,Avangard,Ak Bars,2,1,Shootouts,82,0,0,0,0,0:11,11,0,0,0,0,0,,0.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2020-02-13,Dinamo R,Ak Bars,1,2,Standard,82,0,0,0,25,60:00,3600,1,0,0,1,24,96.0,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2020-02-18,Ak Bars,Avangard,5,3,Standard,82,0,0,0,31,59:37,3577,1,0,0,3,28,90.3,3.02,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2020-02-20,Spartak,Ak Bars,6,3,Standard,82,0,0,0,4,15:25,925,0,0,0,1,3,75.0,3.89,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Regular season,53,2020-02-25,Ak Bars,Salavat Yulaev,3,2,Standard,82,0,0,0,30,59:57,3597,1,0,0,2,28,93.3,2.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Playoffs,53,2020-03-02,Ak Bars,Neftekhimik,4,1,Standard,82,0,0,0,32,59:46,3586,1,0,0,1,31,96.9,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Playoffs,53,2020-03-04,Ak Bars,Neftekhimik,5,1,Standard,82,0,0,0,32,60:00,3600,1,0,0,1,31,96.9,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Playoffs,53,2020-03-06,Neftekhimik,Ak Bars,1,2,Overtime,82,0,0,0,35,72:13,4333,1,0,0,1,34,97.1,0.83,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2019/2020,Playoffs,53,2020-03-08,Neftekhimik,Ak Bars,0,1,Standard,82,0,0,0,21,60:00,3600,1,0,0,0,21,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-09-06,Ak Bars,SKA,3,2,Overtime,82,0,0,0,31,60:58,3658,1,0,0,2,29,93.5,1.97,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-09-09,Dinamo Mn,Ak Bars,4,5,Standard,82,0,0,0,30,60:00,3600,1,0,0,4,26,86.7,4.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-09-13,Sochi,Ak Bars,0,4,Standard,82,0,0,0,19,59:37,3577,1,0,0,0,19,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-09-17,Ak Bars,Salavat Yulaev,4,1,Standard,82,0,0,0,31,59:49,3589,1,0,0,1,30,96.8,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-09-22,Ak Bars,Avangard,2,1,Shootouts,82,0,0,0,30,65:00,3900,0,0,1,1,29,96.7,0.92,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-09-25,SKA,Ak Bars,2,3,Shootouts,82,0,0,0,36,65:00,3900,0,0,1,2,34,94.4,1.85,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-09-29,Torpedo,Ak Bars,4,2,Standard,82,0,0,0,28,59:05,3545,0,1,0,4,24,85.7,4.06,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-10-01,Lokomotiv,Ak Bars,4,3,Standard,82,0,0,0,16,25:21,1521,0,1,0,4,12,75.0,9.47,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-10-05,Ak Bars,Salavat Yulaev,4,1,Standard,82,0,0,0,17,60:00,3600,1,0,0,1,16,94.1,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-10-08,Vityaz,Ak Bars,2,3,Shootouts,82,0,0,0,27,64:55,3895,0,0,1,2,25,92.6,1.85,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-10-10,Neftekhimik,Ak Bars,3,2,Overtime,82,0,0,0,18,26:17,1577,0,0,0,1,17,94.4,2.28,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-11-25,Metallurg Mg,Ak Bars,2,3,Shootouts,82,0,0,0,32,65:00,3900,0,0,1,2,30,93.8,1.85,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-11-29,Ak Bars,Severstal,5,2,Standard,82,0,1,0,32,60:00,3600,1,0,0,2,30,93.8,2.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-12-01,Avangard,Ak Bars,3,0,Standard,82,0,0,0,28,60:00,3600,0,1,0,3,25,89.3,3.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-12-09,Ak Bars,Metallurg Mg,3,0,Standard,82,0,0,0,24,59:08,3548,1,0,0,0,24,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-12-11,Ak Bars,Dinamo Mn,7,2,Standard,82,0,0,2,28,60:00,3600,1,0,0,2,26,92.9,2.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-12-14,Jokerit,Ak Bars,1,4,Standard,82,0,0,0,27,60:00,3600,1,0,0,1,26,96.3,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-12-22,Spartak,Ak Bars,0,3,Standard,82,0,0,0,33,60:00,3600,1,0,0,0,33,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2020-12-24,Dynamo Msk,Ak Bars,2,7,Standard,82,0,0,0,42,60:00,3600,1,0,0,2,40,95.2,2.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2021-01-10,Salavat Yulaev,Ak Bars,7,3,Standard,82,0,0,0,32,59:55,3595,0,1,0,7,25,78.1,7.01,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2021-01-12,Barys,Ak Bars,2,4,Standard,82,0,1,2,29,59:46,3586,1,0,0,2,27,93.1,2.01,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2021-01-19,Ak Bars,Dinamo R,4,5,Overtime,82,0,0,0,2,4:42,282,0,0,0,2,0,0.0,25.53,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2021-01-30,Ak Bars,Kunlun RS,3,1,Standard,82,0,0,0,38,60:00,3600,1,0,0,1,37,97.4,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2021-02-03,Avtomobilist,Ak Bars,2,3,Standard,82,0,1,2,31,59:34,3574,1,0,0,2,29,93.5,2.01,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2021-02-15,Dinamo R,Ak Bars,3,4,Standard,82,0,0,0,22,59:25,3565,1,0,0,3,19,86.4,3.03,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Regular season,53,2021-02-23,Ak Bars,Barys,4,3,Overtime,82,0,0,0,22,60:53,3653,1,0,0,3,19,86.4,2.96,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Playoffs,53,2021-03-05,Ak Bars,Torpedo,4,1,Standard,82,0,0,0,27,60:00,3600,1,0,0,1,26,96.3,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Playoffs,53,2021-03-07,Torpedo,Ak Bars,0,4,Standard,82,0,0,0,30,59:39,3579,1,0,0,0,30,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Playoffs,53,2021-03-09,Torpedo,Ak Bars,1,4,Standard,82,0,0,0,40,60:00,3600,1,0,0,1,39,97.5,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Playoffs,53,2021-03-17,Ak Bars,Salavat Yulaev,4,1,Standard,82,0,0,0,30,60:00,3600,1,0,0,1,29,96.7,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Playoffs,53,2021-03-19,Ak Bars,Salavat Yulaev,2,1,Overtime,82,0,0,0,25,62:19,3739,1,0,0,1,24,96.0,0.96,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Playoffs,53,2021-03-21,Salavat Yulaev,Ak Bars,1,2,Standard,82,0,1,0,15,59:39,3579,1,0,0,1,14,93.3,1.01,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Playoffs,53,2021-04-07,Avangard,Ak Bars,1,2,Standard,82,0,0,0,28,60:00,3600,1,0,0,1,27,96.4,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Playoffs,53,2021-04-09,Avangard,Ak Bars,1,2,Standard,82,0,0,0,34,60:00,3600,1,0,0,1,33,97.1,1.0,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Playoffs,53,2021-04-11,Ak Bars,Avangard,2,3,Overtime,82,0,0,0,20,61:40,3700,0,1,0,3,17,85.0,2.92,0
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Playoffs,53,2021-04-13,Avangard,Ak Bars,0,2,Standard,82,0,0,0,18,60:00,3600,1,0,0,0,18,100.0,0.0,1
https://en.khl.ru/players/19034/,Timur Bilyalov,Goalie,2020/2021,Playoffs,53,2021-04-15,Ak Bars,Avangard,3,4,Overtime,82,0,0,0,33,62:42,3762,0,1,0,4,29,87.9,3.83,0
https://en.khl.ru/players/15936/,Alexei Berestnev,Goalie,2012/2013,Regular season,54,2013-01-21,Severstal,Amur,7,1,Standard,33,0,0,0,6,3:58,238,0,0,0,2,4,66.7,30.25,0
